season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2020,5,max_verstappen,77.0,1,2,52.0,0.0,3.0
2020,5,bottas,73.0,1,3,58.0,1.0,2.0
2020,5,leclerc,45.0,0,4,33.0,0.0,5.0
2020,5,norris,38.0,0,5,36.0,0.0,4.0
2020,5,albon,36.0,0,6,26.0,0.0,6.0
2020,5,stroll,28.0,0,7,20.0,0.0,8.0
2020,5,perez,22.0,0,8,22.0,0.0,7.0
2020,5,ricciardo,20.0,0,9,20.0,0.0,9.0
2020,5,ocon,16.0,0,10,12.0,0.0,11.0
2020,5,sainz,15.0,0,11,15.0,0.0,10.0
2020,5,gasly,12.0,0,12,12.0,0.0,12.0
2020,5,vettel,10.0,0,13,10.0,0.0,13.0
2020,5,hulkenberg,6.0,0,14,0.0,0.0,21.0
2020,5,giovinazzi,2.0,0,15,2.0,0.0,14.0
2020,5,kvyat,2.0,0,16,1.0,0.0,15.0
2020,5,kevin_magnussen,1.0,0,17,1.0,0.0,16.0
2020,5,raikkonen,0.0,0,18,0.0,0.0,18.0
2020,5,latifi,0.0,0,19,0.0,0.0,17.0
2020,5,russell,0.0,0,20,0.0,0.0,19.0
2020,5,grosjean,0.0,0,21,0.0,0.0,20.0
2020,6,hamilton,132.0,4,1,107.0,3.0,1.0
2020,6,max_verstappen,95.0,1,2,77.0,1.0,2.0
2020,6,bottas,89.0,1,3,73.0,1.0,3.0
2020,6,leclerc,45.0,0,4,45.0,0.0,4.0
2020,6,stroll,40.0,0,5,28.0,0.0,7.0
2020,6,albon,40.0,0,6,36.0,0.0,6.0
2020,6,norris,39.0,0,7,38.0,0.0,5.0
2020,6,perez,32.0,0,8,22.0,0.0,8.0
2020,6,sainz,23.0,0,9,15.0,0.0,11.0
2020,6,ricciardo,20.0,0,10,20.0,0.0,9.0
2020,6,vettel,16.0,0,11,10.0,0.0,13.0
2020,6,ocon,16.0,0,12,16.0,0.0,10.0
2020,6,gasly,14.0,0,13,12.0,0.0,12.0
2020,6,hulkenberg,6.0,0,14,6.0,0.0,14.0
2020,6,giovinazzi,2.0,0,15,2.0,0.0,15.0
2020,6,kvyat,2.0,0,16,2.0,0.0,16.0
2020,6,kevin_magnussen,1.0,0,17,1.0,0.0,17.0
2020,6,raikkonen,0.0,0,18,0.0,0.0,18.0
2020,6,latifi,0.0,0,19,0.0,0.0,19.0
2020,6,russell,0.0,0,20,0.0,0.0,20.0
2020,6,grosjean,0.0,0,21,0.0,0.0,21.0
2020,7,hamilton,157.0,5,1,132.0,4.0,1.0
2020,7,max_verstappen,110.0,1,2,95.0,1.0,2.0
2020,7,bottas,107.0,1,3,89.0,1.0,3.0
2020,7,albon,48.0,0,4,40.0,0.0,6.0
2020,7,leclerc,45.0,0,5,45.0,0.0,4.0
2020,7,norris,45.0,0,6,39.0,0.0,7.0
2020,7,stroll,42.0,0,7,40.0,0.0,5.0
2020,7,ricciardo,33.0,0,8,20.0,0.0,10.0
2020,7,perez,33.0,0,9,32.0,0.0,8.0
2020,7,ocon,26.0,0,10,16.0,0.0,12.0
2020,7,sainz,23.0,0,11,23.0,0.0,9.0
2020,7,gasly,18.0,0,12,14.0,0.0,13.0
2020,7,vettel,16.0,0,13,16.0,0.0,11.0
2020,7,hulkenberg,6.0,0,14,6.0,0.0,14.0
2020,7,giovinazzi,2.0,0,15,2.0,0.0,15.0
2020,7,kvyat,2.0,0,16,2.0,0.0,16.0
2020,7,kevin_magnussen,1.0,0,17,1.0,0.0,17.0
2020,7,raikkonen,0.0,0,18,0.0,0.0,18.0
2020,7,latifi,0.0,0,19,0.0,0.0,19.0
2020,7,russell,0.0,0,20,0.0,0.0,20.0
2020,7,grosjean,0.0,0,21,0.0,0.0,21.0
2020,8,hamilton,164.0,5,1,157.0,5.0,1.0
2020,8,bottas,117.0,1,2,107.0,1.0,3.0
2020,8,max_verstappen,110.0,1,3,110.0,1.0,2.0
2020,8,stroll,57.0,0,4,42.0,0.0,7.0
2020,8,norris,57.0,0,5,45.0,0.0,6.0
2020,8,albon,48.0,0,6,48.0,0.0,4.0
2020,8,leclerc,45.0,0,7,45.0,0.0,5.0
2020,8,gasly,43.0,1,8,18.0,0.0,12.0
2020,8,sainz,41.0,0,9,23.0,0.0,11.0
2020,8,ricciardo,41.0,0,10,33.0,0.0,8.0
2020,8,perez,34.0,0,11,33.0,0.0,9.0
2020,8,ocon,30.0,0,12,26.0,0.0,10.0
2020,8,vettel,16.0,0,13,16.0,0.0,13.0
2020,8,hulkenberg,6.0,0,14,6.0,0.0,14.0
2020,8,kvyat,4.0,0,15,2.0,0.0,16.0
2020,8,giovinazzi,2.0,0,16,2.0,0.0,15.0
2020,8,kevin_magnussen,1.0,0,17,1.0,0.0,17.0
2020,8,latifi,0.0,0,18,0.0,0.0,19.0
2020,8,raikkonen,0.0,0,19,0.0,0.0,18.0
2020,8,grosjean,0.0,0,20,0.0,0.0,21.0
2020,8,russell,0.0,0,21,0.0,0.0,20.0
2020,9,hamilton,190.0,6,1,164.0,5.0,1.0
2020,9,bottas,135.0,1,2,117.0,1.0,2.0
2020,9,max_verstappen,110.0,1,3,110.0,1.0,3.0
2020,9,norris,65.0,0,4,57.0,0.0,5.0
2020,9,albon,63.0,0,5,48.0,0.0,6.0
2020,9,stroll,57.0,0,6,57.0,0.0,4.0
2020,9,ricciardo,53.0,0,7,41.0,0.0,10.0
2020,9,leclerc,49.0,0,8,45.0,0.0,7.0
2020,9,perez,44.0,0,9,34.0,0.0,11.0
2020,9,gasly,43.0,1,10,43.0,1.0,8.0
2020,9,sainz,41.0,0,11,41.0,0.0,9.0
2020,9,ocon,30.0,0,12,30.0,0.0,12.0
2020,9,vettel,17.0,0,13,16.0,0.0,13.0
2020,9,kvyat,10.0,0,14,4.0,0.0,15.0
2020,9,hulkenberg,6.0,0,15,6.0,0.0,14.0
2020,9,raikkonen,2.0,0,16,0.0,0.0,19.0
2020,9,giovinazzi,2.0,0,17,2.0,0.0,16.0
2020,9,kevin_magnussen,1.0,0,18,1.0,0.0,17.0
2020,9,latifi,0.0,0,19,0.0,0.0,18.0
2020,9,russell,0.0,0,20,0.0,0.0,21.0
2020,9,grosjean,0.0,0,21,0.0,0.0,20.0
2020,10,hamilton,205.0,6,1,190.0,6.0,1.0
2020,10,bottas,161.0,2,2,135.0,1.0,2.0
2020,10,max_verstappen,128.0,1,3,110.0,1.0,3.0
2020,10,norris,65.0,0,4,65.0,0.0,4.0
2020,10,albon,64.0,0,5,63.0,0.0,5.0
2020,10,ricciardo,63.0,0,6,53.0,0.0,7.0
2020,10,leclerc,57.0,0,7,49.0,0.0,8.0
2020,10,stroll,57.0,0,8,57.0,0.0,6.0
2020,10,perez,56.0,0,9,44.0,0.0,9.0
2020,10,gasly,45.0,1,10,43.0,1.0,10.0
2020,10,sainz,41.0,0,11,41.0,0.0,11.0
2020,10,ocon,36.0,0,12,30.0,0.0,12.0
2020,10,vettel,17.0,0,13,17.0,0.0,13.0
2020,10,kvyat,14.0,0,14,10.0,0.0,14.0
2020,10,hulkenberg,6.0,0,15,6.0,0.0,15.0
2020,10,raikkonen,2.0,0,16,2.0,0.0,16.0
2020,10,giovinazzi,2.0,0,17,2.0,0.0,17.0
2020,10,kevin_magnussen,1.0,0,18,1.0,0.0,18.0
2020,10,latifi,0.0,0,19,0.0,0.0,19.0
2020,10,russell,0.0,0,20,0.0,0.0,20.0
2020,10,grosjean,0.0,0,21,0.0,0.0,21.0
2020,11,hamilton,230.0,7,1,205.0,6.0,1.0
2020,11,bottas,161.0,2,2,161.0,2.0,2.0
2020,11,max_verstappen,147.0,1,3,128.0,1.0,3.0
2020,11,ricciardo,78.0,0,4,63.0,0.0,6.0
2020,11,perez,68.0,0,5,56.0,0.0,9.0
2020,11,norris,65.0,0,6,65.0,0.0,4.0
2020,11,albon,64.0,0,7,64.0,0.0,5.0
2020,11,leclerc,63.0,0,8,57.0,0.0,7.0
2020,11,stroll,57.0,0,9,57.0,0.0,8.0
2020,11,gasly,53.0,1,10,45.0,1.0,10.0
2020,11,sainz,51.0,0,11,41.0,0.0,11.0
2020,11,ocon,36.0,0,12,36.0,0.0,12.0
2020,11,vettel,17.0,0,13,17.0,0.0,13.0
2020,11,kvyat,14.0,0,14,14.0,0.0,14.0
2020,11,hulkenberg,10.0,0,15,6.0,0.0,15.0
2020,11,giovinazzi,3.0,0,16,2.0,0.0,17.0
2020,11,raikkonen,2.0,0,17,2.0,0.0,16.0
2020,11,grosjean,2.0,0,18,0.0,0.0,21.0
2020,11,kevin_magnussen,1.0,0,19,1.0,0.0,18.0
2020,11,latifi,0.0,0,20,0.0,0.0,19.0
2020,11,russell,0.0,0,21,0.0,0.0,20.0
2020,12,hamilton,256.0,8,1,230.0,7.0,1.0
2020,12,bottas,179.0,2,2,161.0,2.0,2.0
2020,12,max_verstappen,162.0,1,3,147.0,1.0,3.0
2020,12,ricciardo,80.0,0,4,78.0,0.0,4.0
2020,12,leclerc,75.0,0,5,63.0,0.0,8.0
2020,12,perez,74.0,0,6,68.0,0.0,5.0
2020,12,norris,65.0,0,7,65.0,0.0,6.0
2020,12,albon,64.0,0,8,64.0,0.0,7.0
2020,12,gasly,63.0,1,9,53.0,1.0,10.0
2020,12,sainz,59.0,0,10,51.0,0.0,11.0
2020,12,stroll,57.0,0,11,57.0,0.0,9.0
2020,12,ocon,40.0,0,12,36.0,0.0,12.0
2020,12,vettel,18.0,0,13,17.0,0.0,13.0
2020,12,kvyat,14.0,0,14,14.0,0.0,14.0
2020,12,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,12,giovinazzi,3.0,0,16,3.0,0.0,16.0
2020,12,raikkonen,2.0,0,17,2.0,0.0,17.0
2020,12,grosjean,2.0,0,18,2.0,0.0,18.0
2020,12,kevin_magnussen,1.0,0,19,1.0,0.0,19.0
2020,12,latifi,0.0,0,20,0.0,0.0,20.0
2020,12,russell,0.0,0,21,0.0,0.0,21.0
2020,13,hamilton,282.0,9,1,256.0,8.0,1.0
2020,13,bottas,197.0,2,2,179.0,2.0,2.0
2020,13,max_verstappen,162.0,1,3,162.0,1.0,3.0
2020,13,ricciardo,95.0,0,4,80.0,0.0,4.0
2020,13,leclerc,85.0,0,5,75.0,0.0,5.0
2020,13,perez,82.0,0,6,74.0,0.0,6.0
2020,13,norris,69.0,0,7,65.0,0.0,7.0
2020,13,sainz,65.0,0,8,59.0,0.0,10.0
2020,13,albon,64.0,0,9,64.0,0.0,8.0
2020,13,gasly,63.0,1,10,63.0,1.0,9.0
2020,13,stroll,57.0,0,11,57.0,0.0,11.0
2020,13,ocon,40.0,0,12,40.0,0.0,12.0
2020,13,kvyat,26.0,0,13,14.0,0.0,14.0
2020,13,vettel,18.0,0,14,18.0,0.0,13.0
2020,13,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,13,raikkonen,4.0,0,16,2.0,0.0,17.0
2020,13,giovinazzi,4.0,0,17,3.0,0.0,16.0
2020,13,grosjean,2.0,0,18,2.0,0.0,18.0
2020,13,kevin_magnussen,1.0,0,19,1.0,0.0,19.0
2020,13,latifi,0.0,0,20,0.0,0.0,20.0
2020,13,russell,0.0,0,21,0.0,0.0,21.0
2020,14,hamilton,307.0,10,1,282.0,9.0,1.0
2020,14,bottas,197.0,2,2,197.0,2.0,2.0
2020,14,max_verstappen,170.0,1,3,162.0,1.0,3.0
2020,14,perez,100.0,0,4,82.0,0.0,6.0
2020,14,leclerc,97.0,0,5,85.0,0.0,5.0
2020,14,ricciardo,96.0,0,6,95.0,0.0,4.0
2020,14,sainz,75.0,0,7,65.0,0.0,8.0
2020,14,norris,74.0,0,8,69.0,0.0,7.0
2020,14,albon,70.0,0,9,64.0,0.0,9.0
2020,14,gasly,63.0,1,10,63.0,1.0,10.0
2020,14,stroll,59.0,0,11,57.0,0.0,11.0
2020,14,ocon,40.0,0,12,40.0,0.0,12.0
2020,14,vettel,33.0,0,13,18.0,0.0,14.0
2020,14,kvyat,26.0,0,14,26.0,0.0,13.0
2020,14,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,14,raikkonen,4.0,0,16,4.0,0.0,16.0
2020,14,giovinazzi,4.0,0,17,4.0,0.0,17.0
2020,14,grosjean,2.0,0,18,2.0,0.0,18.0
2020,14,kevin_magnussen,1.0,0,19,1.0,0.0,19.0
2020,14,latifi,0.0,0,20,0.0,0.0,20.0
2020,14,russell,0.0,0,21,0.0,0.0,21.0
2020,15,hamilton,332.0,11,1,307.0,10.0,1.0
2020,15,bottas,201.0,2,2,197.0,2.0,2.0
2020,15,max_verstappen,189.0,1,3,170.0,1.0,3.0
2020,15,ricciardo,102.0,0,4,96.0,0.0,6.0
2020,15,perez,100.0,0,5,100.0,0.0,4.0
2020,15,leclerc,98.0,0,6,97.0,0.0,5.0
2020,15,norris,86.0,0,7,74.0,0.0,8.0
2020,15,sainz,85.0,0,8,75.0,0.0,7.0
2020,15,albon,85.0,0,9,70.0,0.0,9.0
2020,15,gasly,71.0,1,10,63.0,1.0,10.0
2020,15,stroll,59.0,0,11,59.0,0.0,11.0
2020,15,ocon,42.0,0,12,40.0,0.0,12.0
2020,15,vettel,33.0,0,13,33.0,0.0,13.0
2020,15,kvyat,26.0,0,14,26.0,0.0,14.0
2020,15,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,15,raikkonen,4.0,0,16,4.0,0.0,16.0
2020,15,giovinazzi,4.0,0,17,4.0,0.0,17.0
2020,15,grosjean,2.0,0,18,2.0,0.0,18.0
2020,15,kevin_magnussen,1.0,0,19,1.0,0.0,19.0
2020,15,latifi,0.0,0,20,0.0,0.0,20.0
2020,15,russell,0.0,0,21,0.0,0.0,21.0
2020,16,hamilton,332.0,11,1,332.0,11.0,1.0
2020,16,bottas,205.0,2,2,201.0,2.0,2.0
2020,16,max_verstappen,189.0,1,3,189.0,1.0,3.0
2020,16,perez,125.0,1,4,100.0,0.0,5.0
2020,16,ricciardo,112.0,0,5,102.0,0.0,4.0
2020,16,leclerc,98.0,0,6,98.0,0.0,6.0
2020,16,sainz,97.0,0,7,85.0,0.0,8.0
2020,16,albon,93.0,0,8,85.0,0.0,9.0
2020,16,norris,87.0,0,9,86.0,0.0,7.0
2020,16,stroll,74.0,0,10,59.0,0.0,11.0
2020,16,gasly,71.0,1,11,71.0,1.0,10.0
2020,16,ocon,60.0,0,12,42.0,0.0,12.0
2020,16,vettel,33.0,0,13,33.0,0.0,13.0
2020,16,kvyat,32.0,0,14,26.0,0.0,14.0
2020,16,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,16,raikkonen,4.0,0,16,4.0,0.0,16.0
2020,16,giovinazzi,4.0,0,17,4.0,0.0,17.0
2020,16,russell,3.0,0,18,0.0,0.0,21.0
2020,16,grosjean,2.0,0,19,2.0,0.0,18.0
2020,16,kevin_magnussen,1.0,0,20,1.0,0.0,19.0
2020,16,latifi,0.0,0,21,0.0,0.0,20.0
2020,16,aitken,0.0,0,22,0.0,0.0,0.0
2020,16,pietro_fittipaldi,0.0,0,23,0.0,0.0,0.0
2020,17,hamilton,347.0,11,1,332.0,11.0,1.0
2020,17,bottas,223.0,2,2,205.0,2.0,2.0
2020,17,max_verstappen,214.0,2,3,189.0,1.0,3.0
2020,17,perez,125.0,1,4,125.0,1.0,4.0
2020,17,ricciardo,119.0,0,5,112.0,0.0,5.0
2020,17,sainz,105.0,0,6,97.0,0.0,7.0
2020,17,albon,105.0,0,7,93.0,0.0,8.0
2020,17,leclerc,98.0,0,8,98.0,0.0,6.0
2020,17,norris,97.0,0,9,87.0,0.0,9.0
2020,17,gasly,75.0,1,10,71.0,1.0,11.0
2020,17,stroll,75.0,0,11,74.0,0.0,10.0
2020,17,ocon,62.0,0,12,60.0,0.0,12.0
2020,17,vettel,33.0,0,13,33.0,0.0,13.0
2020,17,kvyat,32.0,0,14,32.0,0.0,14.0
2020,17,hulkenberg,10.0,0,15,10.0,0.0,15.0
2020,17,raikkonen,4.0,0,16,4.0,0.0,16.0
2020,17,giovinazzi,4.0,0,17,4.0,0.0,17.0
2020,17,russell,3.0,0,18,3.0,0.0,18.0
2020,17,grosjean,2.0,0,19,2.0,0.0,19.0
2020,17,kevin_magnussen,1.0,0,20,1.0,0.0,20.0
2020,17,latifi,0.0,0,21,0.0,0.0,21.0
2020,17,aitken,0.0,0,22,0.0,0.0,22.0
2020,17,pietro_fittipaldi,0.0,0,23,0.0,0.0,23.0
2021,1,hamilton,25.0,1,1,0.0,0.0,0.0
2021,1,max_verstappen,18.0,0,2,0.0,0.0,0.0
2021,1,bottas,16.0,0,3,0.0,0.0,0.0
2021,1,norris,12.0,0,4,0.0,0.0,0.0
2021,1,perez,10.0,0,5,0.0,0.0,0.0
2021,1,leclerc,8.0,0,6,0.0,0.0,0.0
2021,1,ricciardo,6.0,0,7,0.0,0.0,0.0
2021,1,sainz,4.0,0,8,0.0,0.0,0.0
2021,1,tsunoda,2.0,0,9,0.0,0.0,0.0
2021,1,stroll,1.0,0,10,0.0,0.0,0.0
2021,1,raikkonen,0.0,0,11,0.0,0.0,0.0
2021,1,giovinazzi,0.0,0,12,0.0,0.0,0.0
2021,1,ocon,0.0,0,13,0.0,0.0,0.0
2021,1,russell,0.0,0,14,0.0,0.0,0.0
2021,1,vettel,0.0,0,15,0.0,0.0,0.0
2021,1,mick_schumacher,0.0,0,16,0.0,0.0,0.0
2021,1,gasly,0.0,0,17,0.0,0.0,0.0
2021,1,latifi,0.0,0,18,0.0,0.0,0.0
2021,1,alonso,0.0,0,19,0.0,0.0,0.0
2021,1,mazepin,0.0,0,20,0.0,0.0,0.0
2021,2,hamilton,44.0,1,1,25.0,1.0,1.0
2021,2,max_verstappen,43.0,1,2,18.0,0.0,2.0
2021,2,norris,27.0,0,3,12.0,0.0,4.0
2021,2,leclerc,20.0,0,4,8.0,0.0,6.0
2021,2,bottas,16.0,0,5,16.0,0.0,3.0
2021,2,sainz,14.0,0,6,4.0,0.0,8.0
2021,2,ricciardo,14.0,0,7,6.0,0.0,7.0
2021,2,perez,10.0,0,8,10.0,0.0,5.0
2021,2,gasly,6.0,0,9,0.0,0.0,17.0
2021,2,stroll,5.0,0,10,1.0,0.0,10.0
2021,2,tsunoda,2.0,0,11,2.0,0.0,9.0
2021,2,ocon,2.0,0,12,0.0,0.0,13.0
2021,2,alonso,1.0,0,13,0.0,0.0,19.0
2021,2,raikkonen,0.0,0,14,0.0,0.0,11.0
2021,2,giovinazzi,0.0,0,15,0.0,0.0,12.0
2021,2,russell,0.0,0,16,0.0,0.0,14.0
2021,2,vettel,0.0,0,17,0.0,0.0,15.0
2021,2,mick_schumacher,0.0,0,18,0.0,0.0,16.0
2021,2,mazepin,0.0,0,19,0.0,0.0,20.0
2021,2,latifi,0.0,0,20,0.0,0.0,18.0
2021,3,hamilton,69.0,2,1,44.0,1.0,1.0
2021,3,max_verstappen,61.0,1,2,43.0,1.0,2.0
2021,3,norris,37.0,0,3,27.0,0.0,3.0
2021,3,bottas,32.0,0,4,16.0,0.0,5.0
2021,3,leclerc,28.0,0,5,20.0,0.0,4.0
2021,3,perez,22.0,0,6,10.0,0.0,8.0
2021,3,ricciardo,16.0,0,7,14.0,0.0,7.0
2021,3,sainz,14.0,0,8,14.0,0.0,6.0
2021,3,ocon,8.0,0,9,2.0,0.0,12.0
2021,3,gasly,7.0,0,10,6.0,0.0,9.0
2021,3,stroll,5.0,0,11,5.0,0.0,10.0
2021,3,alonso,5.0,0,12,1.0,0.0,13.0
2021,3,tsunoda,2.0,0,13,2.0,0.0,11.0
2021,3,raikkonen,0.0,0,14,0.0,0.0,14.0
2021,3,giovinazzi,0.0,0,15,0.0,0.0,15.0
2021,3,vettel,0.0,0,16,0.0,0.0,17.0
2021,3,russell,0.0,0,17,0.0,0.0,16.0
2021,3,mick_schumacher,0.0,0,18,0.0,0.0,18.0
2021,3,mazepin,0.0,0,19,0.0,0.0,19.0
2021,3,latifi,0.0,0,20,0.0,0.0,20.0
2021,4,hamilton,94.0,3,1,69.0,2.0,1.0
2021,4,max_verstappen,80.0,1,2,61.0,1.0,2.0
2021,4,bottas,47.0,0,3,32.0,0.0,4.0
2021,4,norris,41.0,0,4,37.0,0.0,3.0
2021,4,leclerc,40.0,0,5,28.0,0.0,5.0
2021,4,perez,32.0,0,6,22.0,0.0,6.0
2021,4,ricciardo,24.0,0,7,16.0,0.0,7.0
2021,4,sainz,20.0,0,8,14.0,0.0,8.0
2021,4,ocon,10.0,0,9,8.0,0.0,9.0
2021,4,gasly,8.0,0,10,7.0,0.0,10.0
2021,4,stroll,5.0,0,11,5.0,0.0,11.0
2021,4,alonso,5.0,0,12,5.0,0.0,12.0
2021,4,tsunoda,2.0,0,13,2.0,0.0,13.0
2021,4,raikkonen,0.0,0,14,0.0,0.0,14.0
2021,4,giovinazzi,0.0,0,15,0.0,0.0,15.0
2021,4,vettel,0.0,0,16,0.0,0.0,16.0
2021,4,russell,0.0,0,17,0.0,0.0,17.0
2021,4,mick_schumacher,0.0,0,18,0.0,0.0,18.0
2021,4,latifi,0.0,0,19,0.0,0.0,20.0
2021,4,mazepin,0.0,0,20,0.0,0.0,19.0
2021,5,max_verstappen,105.0,2,1,80.0,1.0,2.0
2021,5,hamilton,101.0,3,2,94.0,3.0,1.0
2021,5,norris,56.0,0,3,41.0,0.0,4.0
2021,5,bottas,47.0,0,4,47.0,0.0,3.0
2021,5,perez,44.0,0,5,32.0,0.0,6.0
2021,5,leclerc,40.0,0,6,40.0,0.0,5.0
2021,5,sainz,38.0,0,7,20.0,0.0,8.0
2021,5,ricciardo,24.0,0,8,24.0,0.0,7.0
2021,5,gasly,16.0,0,9,8.0,0.0,10.0
2021,5,ocon,12.0,0,10,10.0,0.0,9.0
2021,5,vettel,10.0,0,11,0.0,0.0,16.0
2021,5,stroll,9.0,0,12,5.0,0.0,11.0
2021,5,alonso,5.0,0,13,5.0,0.0,12.0
2021,5,tsunoda,2.0,0,14,2.0,0.0,13.0
2021,5,giovinazzi,1.0,0,15,0.0,0.0,15.0
2021,5,raikkonen,0.0,0,16,0.0,0.0,14.0
2021,5,russell,0.0,0,17,0.0,0.0,17.0
2021,5,latifi,0.0,0,18,0.0,0.0,19.0
2021,5,mick_schumacher,0.0,0,19,0.0,0.0,18.0
2021,5,mazepin,0.0,0,20,0.0,0.0,20.0
2021,6,max_verstappen,105.0,2,1,105.0,2.0,1.0
2021,6,hamilton,101.0,3,2,101.0,3.0,2.0
2021,6,perez,69.0,1,3,44.0,0.0,5.0
2021,6,norris,66.0,0,4,56.0,0.0,3.0
2021,6,leclerc,52.0,0,5,40.0,0.0,6.0
2021,6,bottas,47.0,0,6,47.0,0.0,4.0
2021,6,sainz,42.0,0,7,38.0,0.0,7.0
2021,6,gasly,31.0,0,8,16.0,0.0,9.0
2021,6,vettel,28.0,0,9,10.0,0.0,11.0
2021,6,ricciardo,26.0,0,10,24.0,0.0,8.0
2021,6,alonso,13.0,0,11,5.0,0.0,13.0
2021,6,ocon,12.0,0,12,12.0,0.0,10.0
2021,6,stroll,9.0,0,13,9.0,0.0,12.0
2021,6,tsunoda,8.0,0,14,2.0,0.0,14.0
2021,6,raikkonen,1.0,0,15,0.0,0.0,16.0
2021,6,giovinazzi,1.0,0,16,1.0,0.0,15.0
2021,6,mick_schumacher,0.0,0,17,0.0,0.0,19.0
2021,6,russell,0.0,0,18,0.0,0.0,17.0
2021,6,mazepin,0.0,0,19,0.0,0.0,20.0
2021,6,latifi,0.0,0,20,0.0,0.0,18.0
2021,7,max_verstappen,131.0,3,1,105.0,2.0,1.0
2021,7,hamilton,119.0,3,2,101.0,3.0,2.0
2021,7,perez,84.0,1,3,69.0,1.0,3.0
2021,7,norris,76.0,0,4,66.0,0.0,4.0
2021,7,bottas,59.0,0,5,47.0,0.0,6.0
2021,7,leclerc,52.0,0,6,52.0,0.0,5.0
2021,7,sainz,42.0,0,7,42.0,0.0,7.0
2021,7,gasly,37.0,0,8,31.0,0.0,8.0
2021,7,ricciardo,34.0,0,9,26.0,0.0,10.0
2021,7,vettel,30.0,0,10,28.0,0.0,9.0
2021,7,alonso,17.0,0,11,13.0,0.0,11.0
2021,7,ocon,12.0,0,12,12.0,0.0,12.0
2021,7,stroll,10.0,0,13,9.0,0.0,13.0
2021,7,tsunoda,8.0,0,14,8.0,0.0,14.0
2021,7,raikkonen,1.0,0,15,1.0,0.0,15.0
2021,7,giovinazzi,1.0,0,16,1.0,0.0,16.0
2021,7,russell,0.0,0,17,0.0,0.0,18.0
2021,7,mick_schumacher,0.0,0,18,0.0,0.0,17.0
2021,7,mazepin,0.0,0,19,0.0,0.0,19.0
2021,7,latifi,0.0,0,20,0.0,0.0,20.0
2021,8,max_verstappen,156.0,4,1,131.0,3.0,1.0
2021,8,hamilton,138.0,3,2,119.0,3.0,2.0
2021,8,perez,96.0,1,3,84.0,1.0,3.0
2021,8,norris,86.0,0,4,76.0,0.0,4.0
2021,8,bottas,74.0,0,5,59.0,0.0,5.0
2021,8,leclerc,58.0,0,6,52.0,0.0,6.0
2021,8,sainz,50.0,0,7,42.0,0.0,7.0
2021,8,gasly,37.0,0,8,37.0,0.0,8.0
2021,8,ricciardo,34.0,0,9,34.0,0.0,9.0
2021,8,vettel,30.0,0,10,30.0,0.0,10.0
2021,8,alonso,19.0,0,11,17.0,0.0,11.0
2021,8,stroll,14.0,0,12,10.0,0.0,13.0
2021,8,ocon,12.0,0,13,12.0,0.0,12.0
2021,8,tsunoda,9.0,0,14,8.0,0.0,14.0
2021,8,raikkonen,1.0,0,15,1.0,0.0,15.0
2021,8,giovinazzi,1.0,0,16,1.0,0.0,16.0
2021,8,russell,0.0,0,17,0.0,0.0,17.0
2021,8,mick_schumacher,0.0,0,18,0.0,0.0,18.0
2021,8,mazepin,0.0,0,19,0.0,0.0,19.0
2021,8,latifi,0.0,0,20,0.0,0.0,20.0
2021,9,max_verstappen,182.0,5,1,156.0,4.0,1.0
2021,9,hamilton,150.0,3,2,138.0,3.0,2.0
2021,9,perez,104.0,1,3,96.0,1.0,3.0
2021,9,norris,101.0,0,4,86.0,0.0,4.0
2021,9,bottas,92.0,0,5,74.0,0.0,5.0
2021,9,leclerc,62.0,0,6,58.0,0.0,6.0
2021,9,sainz,60.0,0,7,50.0,0.0,7.0
2021,9,ricciardo,40.0,0,8,34.0,0.0,9.0
2021,9,gasly,39.0,0,9,37.0,0.0,8.0
2021,9,vettel,30.0,0,10,30.0,0.0,10.0
2021,9,alonso,20.0,0,11,19.0,0.0,11.0
2021,9,stroll,14.0,0,12,14.0,0.0,12.0
2021,9,ocon,12.0,0,13,12.0,0.0,13.0
2021,9,tsunoda,9.0,0,14,9.0,0.0,14.0
2021,9,raikkonen,1.0,0,15,1.0,0.0,15.0
2021,9,giovinazzi,1.0,0,16,1.0,0.0,16.0
2021,9,russell,0.0,0,17,0.0,0.0,17.0
2021,9,mick_schumacher,0.0,0,18,0.0,0.0,18.0
2021,9,mazepin,0.0,0,19,0.0,0.0,19.0
2021,9,latifi,0.0,0,20,0.0,0.0,20.0
2021,10,max_verstappen,185.0,5,1,182.0,5.0,1.0
2021,10,hamilton,177.0,4,2,150.0,3.0,2.0
2021,10,norris,113.0,0,3,101.0,0.0,4.0
2021,10,bottas,108.0,0,4,92.0,0.0,5.0
2021,10,perez,104.0,1,5,104.0,1.0,3.0
2021,10,leclerc,80.0,0,6,62.0,0.0,6.0
2021,10,sainz,68.0,0,7,60.0,0.0,7.0
2021,10,ricciardo,50.0,0,8,40.0,0.0,8.0
2021,10,gasly,39.0,0,9,39.0,0.0,9.0
2021,10,vettel,30.0,0,10,30.0,0.0,10.0
2021,10,alonso,26.0,0,11,20.0,0.0,11.0
