season,round,constructor,constructor_points_after_race,constructor_wins_after_race,constructor_standings_pos_after_race,constructor_points,constructor_wins,constructor_standings_pos
2010,10,mclaren,278.0,4,1,248.0,4.0,1.0
2010,10,red_bull,249.0,5,2,218.0,4.0,2.0
2010,10,ferrari,165.0,1,3,165.0,1.0,3.0
2010,10,mercedes,126.0,0,4,109.0,0.0,4.0
2010,10,renault,89.0,0,5,89.0,0.0,5.0
2010,10,force_india,47.0,0,6,43.0,0.0,6.0
2010,10,williams,31.0,0,7,20.0,0.0,7.0
2010,10,sauber,15.0,0,8,7.0,0.0,9.0
2010,10,toro_rosso,10.0,0,9,10.0,0.0,8.0
2010,10,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,10,hrt,0.0,0,11,0.0,0.0,11.0
2010,10,virgin,0.0,0,12,0.0,0.0,12.0
2010,11,mclaren,300.0,4,1,278.0,4.0,1.0
2010,11,red_bull,272.0,5,2,249.0,5.0,2.0
2010,11,ferrari,208.0,2,3,165.0,1.0,3.0
2010,11,mercedes,132.0,0,4,126.0,0.0,4.0
2010,11,renault,96.0,0,5,89.0,0.0,5.0
2010,11,force_india,47.0,0,6,47.0,0.0,6.0
2010,11,williams,31.0,0,7,31.0,0.0,7.0
2010,11,sauber,15.0,0,8,15.0,0.0,8.0
2010,11,toro_rosso,10.0,0,9,10.0,0.0,9.0
2010,11,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,11,hrt,0.0,0,11,0.0,0.0,11.0
2010,11,virgin,0.0,0,12,0.0,0.0,12.0
2010,12,red_bull,312.0,6,1,272.0,5.0,2.0
2010,12,mclaren,304.0,4,2,300.0,4.0,1.0
2010,12,ferrari,238.0,2,3,208.0,2.0,3.0
2010,12,mercedes,132.0,0,4,132.0,0.0,4.0
2010,12,renault,106.0,0,5,96.0,0.0,5.0
2010,12,force_india,47.0,0,6,47.0,0.0,6.0
2010,12,williams,40.0,0,7,31.0,0.0,7.0
2010,12,sauber,23.0,0,8,15.0,0.0,8.0
2010,12,toro_rosso,10.0,0,9,10.0,0.0,9.0
2010,12,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,12,hrt,0.0,0,11,0.0,0.0,11.0
2010,12,virgin,0.0,0,12,0.0,0.0,12.0
2010,13,red_bull,330.0,6,1,312.0,6.0,1.0
2010,13,mclaren,329.0,5,2,304.0,4.0,2.0
2010,13,ferrari,250.0,2,3,238.0,2.0,3.0
2010,13,mercedes,146.0,0,4,132.0,0.0,4.0
2010,13,renault,123.0,0,5,106.0,0.0,5.0
2010,13,force_india,58.0,0,6,47.0,0.0,6.0
2010,13,williams,40.0,0,7,40.0,0.0,7.0
2010,13,sauber,27.0,0,8,23.0,0.0,8.0
2010,13,toro_rosso,10.0,0,9,10.0,0.0,9.0
2010,13,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,13,hrt,0.0,0,11,0.0,0.0,11.0
2010,13,virgin,0.0,0,12,0.0,0.0,12.0
2010,14,red_bull,350.0,6,1,330.0,6.0,1.0
2010,14,mclaren,347.0,5,2,329.0,5.0,2.0
2010,14,ferrari,290.0,3,3,250.0,2.0,3.0
2010,14,mercedes,158.0,0,4,146.0,0.0,4.0
2010,14,renault,127.0,0,5,123.0,0.0,5.0
2010,14,force_india,58.0,0,6,58.0,0.0,6.0
2010,14,williams,47.0,0,7,40.0,0.0,7.0
2010,14,sauber,27.0,0,8,27.0,0.0,8.0
2010,14,toro_rosso,10.0,0,9,10.0,0.0,9.0
2010,14,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,14,hrt,0.0,0,11,0.0,0.0,11.0
2010,14,virgin,0.0,0,12,0.0,0.0,12.0
2010,15,red_bull,383.0,6,1,350.0,6.0,1.0
2010,15,mclaren,359.0,5,2,347.0,5.0,2.0
2010,15,ferrari,319.0,4,3,290.0,3.0,3.0
2010,15,mercedes,168.0,0,4,158.0,0.0,4.0
2010,15,renault,133.0,0,5,127.0,0.0,5.0
2010,15,force_india,60.0,0,6,58.0,0.0,6.0
2010,15,williams,56.0,0,7,47.0,0.0,7.0
2010,15,sauber,27.0,0,8,27.0,0.0,8.0
2010,15,toro_rosso,10.0,0,9,10.0,0.0,9.0
2010,15,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,15,hrt,0.0,0,11,0.0,0.0,11.0
2010,15,virgin,0.0,0,12,0.0,0.0,12.0
2010,16,red_bull,426.0,7,1,383.0,6.0,1.0
2010,16,mclaren,381.0,5,2,359.0,5.0,2.0
2010,16,ferrari,334.0,4,3,319.0,4.0,3.0
2010,16,mercedes,176.0,0,4,168.0,0.0,4.0
2010,16,renault,133.0,0,5,133.0,0.0,5.0
2010,16,force_india,60.0,0,6,60.0,0.0,6.0
2010,16,williams,58.0,0,7,56.0,0.0,7.0
2010,16,sauber,37.0,0,8,27.0,0.0,8.0
2010,16,toro_rosso,11.0,0,9,10.0,0.0,9.0
2010,16,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,16,hrt,0.0,0,11,0.0,0.0,11.0
2010,16,virgin,0.0,0,12,0.0,0.0,12.0
2010,17,red_bull,426.0,7,1,426.0,7.0,1.0
2010,17,mclaren,399.0,5,2,381.0,5.0,2.0
2010,17,ferrari,374.0,5,3,334.0,4.0,3.0
2010,17,mercedes,188.0,0,4,176.0,0.0,4.0
2010,17,renault,143.0,0,5,133.0,0.0,5.0
2010,17,force_india,68.0,0,6,60.0,0.0,6.0
2010,17,williams,65.0,0,7,58.0,0.0,7.0
2010,17,sauber,43.0,0,8,37.0,0.0,8.0
2010,17,toro_rosso,11.0,0,9,11.0,0.0,9.0
2010,17,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,17,hrt,0.0,0,11,0.0,0.0,11.0
2010,17,virgin,0.0,0,12,0.0,0.0,12.0
2010,18,red_bull,469.0,8,1,426.0,7.0,1.0
2010,18,mclaren,421.0,5,2,399.0,5.0,2.0
2010,18,ferrari,389.0,5,3,374.0,5.0,3.0
2010,18,mercedes,202.0,0,4,188.0,0.0,4.0
2010,18,renault,145.0,0,5,143.0,0.0,5.0
2010,18,williams,69.0,0,6,65.0,0.0,7.0
2010,18,force_india,68.0,0,7,68.0,0.0,6.0
2010,18,sauber,44.0,0,8,43.0,0.0,8.0
2010,18,toro_rosso,11.0,0,9,11.0,0.0,9.0
2010,18,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,18,hrt,0.0,0,11,0.0,0.0,11.0
2010,18,virgin,0.0,0,12,0.0,0.0,12.0
2010,19,red_bull,498.0,9,1,469.0,8.0,1.0
2010,19,mclaren,454.0,5,2,421.0,5.0,2.0
2010,19,ferrari,396.0,5,3,389.0,5.0,3.0
2010,19,mercedes,214.0,0,4,202.0,0.0,4.0
2010,19,renault,163.0,0,5,145.0,0.0,5.0
2010,19,williams,69.0,0,6,69.0,0.0,6.0
2010,19,force_india,68.0,0,7,68.0,0.0,7.0
2010,19,sauber,44.0,0,8,44.0,0.0,8.0
2010,19,toro_rosso,13.0,0,9,11.0,0.0,9.0
2010,19,lotus_racing,0.0,0,10,0.0,0.0,10.0
2010,19,hrt,0.0,0,11,0.0,0.0,11.0
2010,19,virgin,0.0,0,12,0.0,0.0,12.0
2011,1,red_bull,35.0,1,1,0.0,0.0,0.0
2011,1,mclaren,26.0,0,2,0.0,0.0,0.0
2011,1,ferrari,18.0,0,3,0.0,0.0,0.0
2011,1,renault,15.0,0,4,0.0,0.0,0.0
2011,1,toro_rosso,4.0,0,5,0.0,0.0,0.0
2011,1,force_india,3.0,0,6,0.0,0.0,0.0
2011,1,lotus_racing,0.0,0,7,0.0,0.0,0.0
2011,1,virgin,0.0,0,8,0.0,0.0,0.0
2011,1,williams,0.0,0,9,0.0,0.0,0.0
2011,1,mercedes,0.0,0,10,0.0,0.0,0.0
2011,2,red_bull,72.0,2,1,35.0,1.0,1.0
2011,2,mclaren,48.0,0,2,26.0,0.0,2.0
2011,2,ferrari,36.0,0,3,18.0,0.0,3.0
2011,2,renault,30.0,0,4,15.0,0.0,4.0
2011,2,sauber,6.0,0,5,0.0,0.0,0.0
2011,2,toro_rosso,4.0,0,6,4.0,0.0,5.0
2011,2,force_india,4.0,0,7,3.0,0.0,6.0
2011,2,mercedes,2.0,0,8,0.0,0.0,10.0
2011,2,lotus_racing,0.0,0,9,0.0,0.0,7.0
2011,2,virgin,0.0,0,10,0.0,0.0,8.0
2011,2,williams,0.0,0,11,0.0,0.0,9.0
2011,2,hrt,0.0,0,12,0.0,0.0,0.0
2011,3,red_bull,105.0,2,1,72.0,2.0,1.0
2011,3,mclaren,85.0,1,2,48.0,0.0,2.0
2011,3,ferrari,50.0,0,3,36.0,0.0,3.0
2011,3,renault,32.0,0,4,30.0,0.0,4.0
2011,3,mercedes,16.0,0,5,2.0,0.0,8.0
2011,3,sauber,7.0,0,6,6.0,0.0,5.0
2011,3,toro_rosso,4.0,0,7,4.0,0.0,6.0
2011,3,force_india,4.0,0,8,4.0,0.0,7.0
2011,3,lotus_racing,0.0,0,9,0.0,0.0,9.0
2011,3,williams,0.0,0,10,0.0,0.0,11.0
2011,3,virgin,0.0,0,11,0.0,0.0,10.0
2011,3,hrt,0.0,0,12,0.0,0.0,12.0
2011,4,red_bull,148.0,3,1,105.0,2.0,1.0
2011,4,mclaren,105.0,1,2,85.0,1.0,2.0
2011,4,ferrari,65.0,0,3,50.0,0.0,3.0
2011,4,renault,42.0,0,4,32.0,0.0,4.0
2011,4,mercedes,26.0,0,5,16.0,0.0,5.0
2011,4,sauber,8.0,0,6,7.0,0.0,6.0
2011,4,toro_rosso,6.0,0,7,4.0,0.0,7.0
2011,4,force_india,4.0,0,8,4.0,0.0,8.0
2011,4,lotus_racing,0.0,0,9,0.0,0.0,9.0
2011,4,williams,0.0,0,10,0.0,0.0,10.0
2011,4,virgin,0.0,0,11,0.0,0.0,11.0
2011,4,hrt,0.0,0,12,0.0,0.0,12.0
2011,5,red_bull,185.0,4,1,148.0,3.0,1.0
2011,5,mclaren,138.0,1,2,105.0,1.0,2.0
2011,5,ferrari,75.0,0,3,65.0,0.0,3.0
2011,5,renault,46.0,0,4,42.0,0.0,4.0
2011,5,mercedes,40.0,0,5,26.0,0.0,5.0
2011,5,sauber,11.0,0,6,8.0,0.0,6.0
2011,5,toro_rosso,6.0,0,7,6.0,0.0,7.0
2011,5,force_india,4.0,0,8,4.0,0.0,8.0
2011,5,williams,0.0,0,9,0.0,0.0,10.0
2011,5,lotus_racing,0.0,0,10,0.0,0.0,9.0
2011,5,virgin,0.0,0,11,0.0,0.0,11.0
2011,5,hrt,0.0,0,12,0.0,0.0,12.0
2011,6,red_bull,222.0,5,1,185.0,4.0,1.0
2011,6,mclaren,161.0,1,2,138.0,1.0,2.0
2011,6,ferrari,93.0,0,3,75.0,0.0,3.0
2011,6,renault,50.0,0,4,46.0,0.0,4.0
2011,6,mercedes,40.0,0,5,40.0,0.0,5.0
2011,6,sauber,21.0,0,6,11.0,0.0,6.0
2011,6,force_india,10.0,0,7,4.0,0.0,8.0
2011,6,toro_rosso,7.0,0,8,6.0,0.0,7.0
2011,6,williams,2.0,0,9,0.0,0.0,9.0
2011,6,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,6,virgin,0.0,0,11,0.0,0.0,11.0
2011,6,hrt,0.0,0,12,0.0,0.0,12.0
2011,7,red_bull,255.0,5,1,222.0,5.0,1.0
2011,7,mclaren,186.0,2,2,161.0,1.0,2.0
2011,7,ferrari,101.0,0,3,93.0,0.0,3.0
2011,7,renault,60.0,0,4,50.0,0.0,4.0
2011,7,mercedes,52.0,0,5,40.0,0.0,5.0
2011,7,sauber,27.0,0,6,21.0,0.0,6.0
2011,7,toro_rosso,12.0,0,7,7.0,0.0,8.0
2011,7,force_india,10.0,0,8,10.0,0.0,7.0
2011,7,williams,4.0,0,9,2.0,0.0,9.0
2011,7,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,7,hrt,0.0,0,11,0.0,0.0,12.0
2011,7,virgin,0.0,0,12,0.0,0.0,11.0
2011,8,red_bull,295.0,6,1,255.0,5.0,1.0
2011,8,mclaren,206.0,2,2,186.0,2.0,2.0
2011,8,ferrari,129.0,0,3,101.0,0.0,3.0
2011,8,renault,61.0,0,4,60.0,0.0,4.0
2011,8,mercedes,58.0,0,5,52.0,0.0,5.0
2011,8,sauber,27.0,0,6,27.0,0.0,6.0
2011,8,toro_rosso,16.0,0,7,12.0,0.0,7.0
2011,8,force_india,12.0,0,8,10.0,0.0,8.0
2011,8,williams,4.0,0,9,4.0,0.0,9.0
2011,8,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,8,hrt,0.0,0,11,0.0,0.0,11.0
2011,8,virgin,0.0,0,12,0.0,0.0,12.0
2011,9,red_bull,328.0,6,1,295.0,6.0,1.0
2011,9,mclaren,218.0,2,2,206.0,2.0,2.0
2011,9,ferrari,164.0,1,3,129.0,0.0,3.0
2011,9,mercedes,68.0,0,4,58.0,0.0,5.0
2011,9,renault,65.0,0,5,61.0,0.0,4.0
2011,9,sauber,33.0,0,6,27.0,0.0,6.0
2011,9,toro_rosso,17.0,0,7,16.0,0.0,7.0
2011,9,force_india,12.0,0,8,12.0,0.0,8.0
2011,9,williams,4.0,0,9,4.0,0.0,9.0
2011,9,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,9,hrt,0.0,0,11,0.0,0.0,11.0
2011,9,virgin,0.0,0,12,0.0,0.0,12.0
2011,10,red_bull,355.0,6,1,328.0,6.0,1.0
2011,10,mclaren,243.0,3,2,218.0,2.0,2.0
2011,10,ferrari,192.0,1,3,164.0,1.0,3.0
2011,10,mercedes,78.0,0,4,68.0,0.0,4.0
2011,10,renault,66.0,0,5,65.0,0.0,5.0
2011,10,sauber,35.0,0,6,33.0,0.0,6.0
2011,10,force_india,20.0,0,7,12.0,0.0,8.0
2011,10,toro_rosso,17.0,0,8,17.0,0.0,7.0
2011,10,williams,4.0,0,9,4.0,0.0,9.0
2011,10,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,10,hrt,0.0,0,11,0.0,0.0,11.0
2011,10,virgin,0.0,0,12,0.0,0.0,12.0
2011,11,red_bull,383.0,6,1,355.0,6.0,1.0
2011,11,mclaren,280.0,4,2,243.0,3.0,2.0
2011,11,ferrari,215.0,1,3,192.0,1.0,3.0
2011,11,mercedes,80.0,0,4,78.0,0.0,4.0
2011,11,renault,66.0,0,5,66.0,0.0,5.0
2011,11,sauber,35.0,0,6,35.0,0.0,6.0
2011,11,force_india,26.0,0,7,20.0,0.0,7.0
2011,11,toro_rosso,22.0,0,8,17.0,0.0,8.0
2011,11,williams,4.0,0,9,4.0,0.0,9.0
2011,11,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,11,hrt,0.0,0,11,0.0,0.0,11.0
2011,11,virgin,0.0,0,12,0.0,0.0,12.0
2011,12,red_bull,426.0,7,1,383.0,6.0,1.0
2011,12,mclaren,295.0,4,2,280.0,4.0,2.0
2011,12,ferrari,231.0,1,3,215.0,1.0,3.0
2011,12,mercedes,98.0,0,4,80.0,0.0,4.0
2011,12,renault,68.0,0,5,66.0,0.0,5.0
2011,12,sauber,35.0,0,6,35.0,0.0,6.0
2011,12,force_india,32.0,0,7,26.0,0.0,7.0
2011,12,toro_rosso,22.0,0,8,22.0,0.0,8.0
2011,12,williams,5.0,0,9,4.0,0.0,9.0
2011,12,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,12,hrt,0.0,0,11,0.0,0.0,11.0
2011,12,virgin,0.0,0,12,0.0,0.0,12.0
2011,13,red_bull,451.0,8,1,426.0,7.0,1.0
2011,13,mclaren,325.0,4,2,295.0,4.0,2.0
2011,13,ferrari,254.0,1,3,231.0,1.0,3.0
2011,13,mercedes,108.0,0,4,98.0,0.0,4.0
2011,13,renault,70.0,0,5,68.0,0.0,5.0
2011,13,force_india,36.0,0,6,32.0,0.0,7.0
2011,13,sauber,35.0,0,7,35.0,0.0,6.0
2011,13,toro_rosso,29.0,0,8,22.0,0.0,8.0
2011,13,williams,5.0,0,9,5.0,0.0,9.0
2011,13,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,13,hrt,0.0,0,11,0.0,0.0,11.0
2011,13,virgin,0.0,0,12,0.0,0.0,12.0
2011,14,red_bull,491.0,9,1,451.0,8.0,1.0
2011,14,mclaren,353.0,4,2,325.0,4.0,2.0
2011,14,ferrari,268.0,1,3,254.0,1.0,3.0
2011,14,mercedes,114.0,0,4,108.0,0.0,4.0
2011,14,renault,70.0,0,5,70.0,0.0,5.0
2011,14,force_india,48.0,0,6,36.0,0.0,6.0
2011,14,sauber,36.0,0,7,35.0,0.0,7.0
2011,14,toro_rosso,29.0,0,8,29.0,0.0,8.0
2011,14,williams,5.0,0,9,5.0,0.0,9.0
2011,14,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,14,hrt,0.0,0,11,0.0,0.0,11.0
2011,14,virgin,0.0,0,12,0.0,0.0,12.0
2011,15,red_bull,518.0,9,1,491.0,9.0,1.0
2011,15,mclaren,388.0,5,2,353.0,4.0,2.0
2011,15,ferrari,292.0,1,3,268.0,1.0,3.0
2011,15,mercedes,123.0,0,4,114.0,0.0,4.0
2011,15,renault,72.0,0,5,70.0,0.0,5.0
2011,15,force_india,48.0,0,6,48.0,0.0,6.0
2011,15,sauber,40.0,0,7,36.0,0.0,7.0
2011,15,toro_rosso,29.0,0,8,29.0,0.0,8.0
2011,15,williams,5.0,0,9,5.0,0.0,9.0
2011,15,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,15,hrt,0.0,0,11,0.0,0.0,11.0
2011,15,virgin,0.0,0,12,0.0,0.0,12.0
2011,16,red_bull,558.0,10,1,518.0,9.0,1.0
2011,16,mclaren,418.0,5,2,388.0,5.0,2.0
2011,16,ferrari,310.0,1,3,292.0,1.0,3.0
2011,16,mercedes,127.0,0,4,123.0,0.0,4.0
2011,16,renault,72.0,0,5,72.0,0.0,5.0
2011,16,force_india,49.0,0,6,48.0,0.0,6.0
2011,16,sauber,40.0,0,7,40.0,0.0,7.0
2011,16,toro_rosso,37.0,0,8,29.0,0.0,8.0
2011,16,williams,5.0,0,9,5.0,0.0,9.0
2011,16,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,16,hrt,0.0,0,11,0.0,0.0,11.0
2011,16,virgin,0.0,0,12,0.0,0.0,12.0
2011,17,red_bull,595.0,11,1,558.0,10.0,1.0
2011,17,mclaren,442.0,5,2,418.0,5.0,2.0
2011,17,ferrari,325.0,1,3,310.0,1.0,3.0
2011,17,mercedes,145.0,0,4,127.0,0.0,4.0
2011,17,renault,72.0,0,5,72.0,0.0,5.0
2011,17,force_india,51.0,0,6,49.0,0.0,6.0
2011,17,sauber,41.0,0,7,40.0,0.0,7.0
2011,17,toro_rosso,41.0,0,8,37.0,0.0,8.0
2011,17,williams,5.0,0,9,5.0,0.0,9.0
2011,17,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,17,hrt,0.0,0,11,0.0,0.0,11.0
2011,17,virgin,0.0,0,12,0.0,0.0,12.0
2011,18,red_bull,607.0,11,1,595.0,11.0,1.0
2011,18,mclaren,482.0,6,2,442.0,5.0,2.0
2011,18,ferrari,353.0,1,3,325.0,1.0,3.0
2011,18,mercedes,159.0,0,4,145.0,0.0,4.0
2011,18,renault,72.0,0,5,72.0,0.0,5.0
2011,18,force_india,57.0,0,6,51.0,0.0,6.0
2011,18,sauber,42.0,0,7,41.0,0.0,7.0
2011,18,toro_rosso,41.0,0,8,41.0,0.0,8.0
2011,18,williams,5.0,0,9,5.0,0.0,9.0
2011,18,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,18,hrt,0.0,0,11,0.0,0.0,11.0
2011,18,virgin,0.0,0,12,0.0,0.0,12.0
2011,19,red_bull,650.0,12,1,607.0,11.0,1.0
2011,19,mclaren,497.0,6,2,482.0,6.0,2.0
2011,19,ferrari,375.0,1,3,353.0,1.0,3.0
2011,19,mercedes,165.0,0,4,159.0,0.0,4.0
2011,19,renault,73.0,0,5,72.0,0.0,5.0
2011,19,force_india,69.0,0,6,57.0,0.0,6.0
2011,19,sauber,44.0,0,7,42.0,0.0,7.0
2011,19,toro_rosso,41.0,0,8,41.0,0.0,8.0
2011,19,williams,5.0,0,9,5.0,0.0,9.0
2011,19,lotus_racing,0.0,0,10,0.0,0.0,10.0
2011,19,hrt,0.0,0,11,0.0,0.0,11.0
2011,19,virgin,0.0,0,12,0.0,0.0,12.0
2012,1,mclaren,40.0,1,1,0.0,0.0,0.0
2012,1,red_bull,30.0,0,2,0.0,0.0,0.0
2012,1,sauber,12.0,0,3,0.0,0.0,0.0
2012,1,ferrari,10.0,0,4,0.0,0.0,0.0
2012,1,lotus_f1,6.0,0,5,0.0,0.0,0.0
2012,1,toro_rosso,2.0,0,6,0.0,0.0,0.0
2012,1,force_india,1.0,0,7,0.0,0.0,0.0
2012,1,mercedes,0.0,0,8,0.0,0.0,0.0
2012,1,williams,0.0,0,9,0.0,0.0,0.0
2012,1,marussia,0.0,0,10,0.0,0.0,0.0
2012,1,caterham,0.0,0,11,0.0,0.0,0.0
2012,2,mclaren,55.0,1,1,40.0,1.0,1.0
2012,2,red_bull,42.0,0,2,30.0,0.0,2.0
2012,2,ferrari,35.0,1,3,10.0,0.0,4.0
2012,2,sauber,30.0,0,4,12.0,0.0,3.0
2012,2,lotus_f1,16.0,0,5,6.0,0.0,5.0
2012,2,force_india,9.0,0,6,1.0,0.0,7.0
2012,2,williams,8.0,0,7,0.0,0.0,9.0
2012,2,toro_rosso,6.0,0,8,2.0,0.0,6.0
2012,2,mercedes,1.0,0,9,0.0,0.0,8.0
2012,2,marussia,0.0,0,10,0.0,0.0,10.0
2012,2,caterham,0.0,0,11,0.0,0.0,11.0
2012,2,hrt,0.0,0,12,0.0,0.0,0.0
2012,3,mclaren,88.0,1,1,55.0,1.0,1.0
2012,3,red_bull,64.0,0,2,42.0,0.0,2.0
2012,3,ferrari,37.0,1,3,35.0,1.0,3.0
2012,3,sauber,31.0,0,4,30.0,0.0,4.0
2012,3,mercedes,26.0,1,5,1.0,0.0,9.0
2012,3,lotus_f1,24.0,0,6,16.0,0.0,5.0
2012,3,williams,18.0,0,7,8.0,0.0,7.0
2012,3,force_india,9.0,0,8,9.0,0.0,6.0
2012,3,toro_rosso,6.0,0,9,6.0,0.0,8.0
2012,3,marussia,0.0,0,10,0.0,0.0,10.0
2012,3,caterham,0.0,0,11,0.0,0.0,11.0
2012,3,hrt,0.0,0,12,0.0,0.0,12.0
2012,4,red_bull,101.0,1,1,64.0,0.0,2.0
2012,4,mclaren,92.0,1,2,88.0,1.0,1.0
2012,4,lotus_f1,57.0,0,3,24.0,0.0,6.0
2012,4,ferrari,45.0,1,4,37.0,1.0,3.0
2012,4,mercedes,37.0,1,5,26.0,1.0,5.0
2012,4,sauber,31.0,0,6,31.0,0.0,4.0
2012,4,williams,18.0,0,7,18.0,0.0,7.0
2012,4,force_india,17.0,0,8,9.0,0.0,8.0
2012,4,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,4,marussia,0.0,0,10,0.0,0.0,10.0
2012,4,caterham,0.0,0,11,0.0,0.0,11.0
2012,4,hrt,0.0,0,12,0.0,0.0,12.0
2012,5,red_bull,109.0,1,1,101.0,1.0,1.0
2012,5,mclaren,98.0,1,2,92.0,1.0,2.0
2012,5,lotus_f1,84.0,0,3,57.0,0.0,3.0
2012,5,ferrari,63.0,1,4,45.0,1.0,4.0
2012,5,mercedes,43.0,1,5,37.0,1.0,5.0
2012,5,williams,43.0,1,6,18.0,0.0,7.0
2012,5,sauber,41.0,0,7,31.0,0.0,6.0
2012,5,force_india,18.0,0,8,17.0,0.0,8.0
2012,5,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,5,marussia,0.0,0,10,0.0,0.0,10.0
2012,5,caterham,0.0,0,11,0.0,0.0,11.0
2012,5,hrt,0.0,0,12,0.0,0.0,12.0
2012,6,red_bull,146.0,2,1,109.0,1.0,1.0
2012,6,mclaren,108.0,1,2,98.0,1.0,2.0
2012,6,ferrari,86.0,1,3,63.0,1.0,4.0
2012,6,lotus_f1,86.0,0,4,84.0,0.0,3.0
2012,6,mercedes,61.0,1,5,43.0,1.0,5.0
2012,6,williams,44.0,1,6,43.0,1.0,6.0
2012,6,sauber,41.0,0,7,41.0,0.0,7.0
2012,6,force_india,28.0,0,8,18.0,0.0,8.0
2012,6,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,6,caterham,0.0,0,10,0.0,0.0,11.0
2012,6,marussia,0.0,0,11,0.0,0.0,10.0
2012,6,hrt,0.0,0,12,0.0,0.0,12.0
2012,7,red_bull,164.0,2,1,146.0,2.0,1.0
2012,7,mclaren,133.0,2,2,108.0,1.0,2.0
2012,7,lotus_f1,108.0,0,3,86.0,0.0,4.0
2012,7,ferrari,97.0,1,4,86.0,1.0,3.0
2012,7,mercedes,69.0,1,5,61.0,1.0,5.0
2012,7,sauber,58.0,0,6,41.0,0.0,7.0
2012,7,williams,44.0,1,7,44.0,1.0,6.0
2012,7,force_india,28.0,0,8,28.0,0.0,8.0
2012,7,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,7,caterham,0.0,0,10,0.0,0.0,10.0
2012,7,marussia,0.0,0,11,0.0,0.0,11.0
2012,7,hrt,0.0,0,12,0.0,0.0,12.0
2012,8,red_bull,176.0,2,1,164.0,2.0,1.0
2012,8,mclaren,137.0,2,2,133.0,2.0,2.0
2012,8,lotus_f1,126.0,0,3,108.0,0.0,3.0
2012,8,ferrari,122.0,2,4,97.0,1.0,4.0
2012,8,mercedes,92.0,1,5,69.0,1.0,5.0
2012,8,sauber,60.0,0,6,58.0,0.0,6.0
2012,8,williams,45.0,1,7,44.0,1.0,7.0
2012,8,force_india,44.0,0,8,28.0,0.0,8.0
2012,8,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,8,caterham,0.0,0,10,0.0,0.0,10.0
2012,8,marussia,0.0,0,11,0.0,0.0,11.0
2012,8,hrt,0.0,0,12,0.0,0.0,12.0
2012,9,red_bull,216.0,3,1,176.0,2.0,1.0
2012,9,ferrari,152.0,2,2,122.0,2.0,4.0
2012,9,lotus_f1,144.0,0,3,126.0,0.0,3.0
2012,9,mclaren,142.0,2,4,137.0,2.0,2.0
2012,9,mercedes,98.0,1,5,92.0,1.0,5.0
2012,9,sauber,60.0,0,6,60.0,0.0,6.0
2012,9,williams,47.0,1,7,45.0,1.0,7.0
2012,9,force_india,44.0,0,8,44.0,0.0,8.0
2012,9,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,9,caterham,0.0,0,10,0.0,0.0,10.0
2012,9,marussia,0.0,0,11,0.0,0.0,11.0
2012,9,hrt,0.0,0,12,0.0,0.0,12.0
2012,10,red_bull,230.0,3,1,216.0,3.0,1.0
2012,10,ferrari,177.0,3,2,152.0,2.0,2.0
2012,10,mclaren,160.0,2,3,142.0,2.0,4.0
2012,10,lotus_f1,159.0,0,4,144.0,0.0,3.0
2012,10,mercedes,105.0,1,5,98.0,1.0,5.0
2012,10,sauber,80.0,0,6,60.0,0.0,6.0
2012,10,williams,47.0,1,7,47.0,1.0,7.0
2012,10,force_india,46.0,0,8,44.0,0.0,8.0
2012,10,toro_rosso,6.0,0,9,6.0,0.0,9.0
2012,10,caterham,0.0,0,10,0.0,0.0,10.0
2012,10,marussia,0.0,0,11,0.0,0.0,11.0
2012,10,hrt,0.0,0,12,0.0,0.0,12.0
2012,11,red_bull,246.0,3,1,230.0,3.0,1.0
2012,11,mclaren,193.0,3,2,160.0,2.0,3.0
2012,11,lotus_f1,192.0,0,3,159.0,0.0,4.0
2012,11,ferrari,189.0,3,4,177.0,3.0,2.0
